,essay,token,lemma,sentence,index,start,pos,sentence_sentiment,token_sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,head_lemma,IOB
3399,3487.txt,the,the,5,10,1949,DT,Negative,Neutral,3,Body,Middle,False,False,False,VP,VP,0.3333333333333333,0.3333333333333333,supporters-11,PP,IN,NP,want,0.0378929835519467,supporter,Arg-I
3400,3487.txt,supporters,supporter,5,11,1953,NNS,Negative,Neutral,3,Body,Middle,False,False,False,NP,VP,0.6666666666666666,0.3333333333333333,want-16,NP,NP,PP,want,0.0012492192379762,want,Arg-I
3401,3487.txt,of,of,5,12,1964,IN,Negative,Neutral,3,Body,Middle,False,False,False,PP,NP,0.7777777777777778,0.6666666666666666,obama-13,IN,of,of,obama,0.0,obama,Arg-I
3402,3487.txt,obama,obama,5,13,1967,NN,Negative,Neutral,3,Body,Middle,False,False,False,S,PP,0.5555555555555556,0.7777777777777778,supporters-11,PP,IN,NP,want,0.0004164064126587,supporter,Arg-I
3403,3487.txt,do,do,5,14,1973,VBP,Negative,Neutral,3,Body,Middle,False,False,False,VP,S,0.6666666666666666,0.5555555555555556,want-16,VBP,do,do,want,0.0,want,Arg-I
3404,3487.txt,nt,not,5,15,1975,RB,Negative,Neutral,3,Body,Middle,False,False,False,VP,VP,0.6666666666666666,0.6666666666666666,want-16,RB,nt,nt,want,0.0002082032063293,want,Arg-I
3405,3487.txt,want,want,5,16,1978,VB,Negative,Neutral,3,Body,Middle,False,False,False,S,VP,0.2222222222222222,0.6666666666666666,get-3,SBAR,IN,S,get,0.0,get,Arg-I
3406,3487.txt,you,you,5,17,1983,PRP,Negative,Neutral,3,Body,Middle,False,False,False,S,S,0.2222222222222222,0.2222222222222222,want-16,NP,PRP,PRP,want,0.0,want,Arg-I
3407,3487.txt,to,to,5,18,1987,IN,Negative,Neutral,3,Body,Middle,False,False,True,S,S,0.2222222222222222,0.2222222222222222,want-16,PP,IN,IN,want,0.0,want,Arg-I
3408,3487.txt,.,.,5,19,1989,.,Negative,Neutral,3,Body,Last,True,False,False,,S,-1.0,0.2222222222222222,get-3,.,.,.,get,0.0004164064126587,get,O
3409,3487.txt,Do,do,6,1,1991,VBP,Neutral,Neutral,3,Body,First,False,True,False,SQ,,0.4,-1.0,see-3,VBP,Do,Do,see,0.3485321673953779,see,O
3410,3487.txt,you,you,6,2,1994,PRP,Neutral,Neutral,3,Body,Middle,False,False,False,SQ,SQ,0.4,0.4,see-3,NP,PRP,PRP,see,0.0002082032063293,see,O
3411,3487.txt,see,see,6,3,1998,VB,Neutral,Neutral,3,Body,Middle,False,False,False,VP,SQ,0.6,0.4,see-3,ROOT,SQ,SQ,see,0.0,see,O
3412,3487.txt,much,much,6,4,2002,JJ,Neutral,Neutral,3,Body,Middle,False,False,False,NP,VP,0.8,0.6,difference-5,JJ,much,much,difference,0.0,difference,O
3413,3487.txt,difference,difference,6,5,2007,NN,Neutral,Neutral,3,Body,Middle,False,False,True,SQ,NP,0.4,0.8,see-3,NP,JJ,NN,see,0.0,see,O
3414,3487.txt,?,?,6,6,2017,.,Neutral,Neutral,3,Body,Last,True,False,False,,SQ,-1.0,0.4,see-3,.,?,?,see,0.0,see,O
3415,3487.txt,Supervisation,Supervisation,0,1,2019,NNP,Positive,Neutral,4,Body,First,False,True,False,S,,0.4,-1.0,thing-5,NP,NNP,NNP,thing,0.0008328128253175,thing,Arg-B
3416,3487.txt,is,be,0,2,2033,VBZ,Positive,Neutral,4,Body,Middle,False,False,False,VP,S,0.6,0.4,thing-5,VBZ,is,is,thing,0.0,thing,Arg-I
3417,3487.txt,a,a,0,3,2036,DT,Positive,Neutral,4,Body,Middle,False,False,False,NP,VP,0.8,0.6,thing-5,DT,a,a,thing,0.001665625650635,thing,Arg-I
3418,3487.txt,powerful,powerful,0,4,2038,JJ,Positive,Very positive,4,Body,Middle,False,False,False,NP,NP,0.8,0.8,thing-5,JJ,powerful,powerful,thing,0.0,thing,Arg-I
3419,3487.txt,thing,thing,0,5,2047,NN,Positive,Neutral,4,Body,Middle,False,False,True,S,NP,0.4,0.8,thing-5,ROOT,S,S,thing,0.0,thing,Arg-I
3420,3487.txt,.,.,0,6,2052,.,Positive,Neutral,4,Body,Last,True,False,False,,S,-1.0,0.4,thing-5,.,.,.,thing,0.0,thing,O
3421,3487.txt,Guess,guess,1,1,2054,VB,Positive,Neutral,4,Body,First,False,True,False,VP,,0.2727272727272727,-1.0,Guess-1,ROOT,S,S,Guess,0.3485321673953779,guess,O
3422,3487.txt,what,what,1,2,2060,WP,Positive,Neutral,4,Body,Middle,False,False,False,SBAR,VP,0.3636363636363636,0.2727272727272727,do-5,WHNP,WP,WP,do,0.0,do,O
3423,3487.txt,it,it,1,3,2065,PRP,Positive,Neutral,4,Body,Middle,False,False,False,S,SBAR,0.4545454545454545,0.3636363636363636,do-5,NP,PRP,PRP,do,0.0,do,Arg-B
3424,3487.txt,can,can,1,4,2068,MD,Positive,Neutral,4,Body,Middle,False,False,False,VP,S,0.5454545454545454,0.4545454545454545,do-5,MD,can,can,do,0.0,do,Arg-I
3425,3487.txt,do,do,1,5,2072,VB,Positive,Neutral,4,Body,Middle,False,False,False,VP,VP,0.6363636363636364,0.5454545454545454,Guess-1,SBAR,WHNP,S,Guess,0.0,guess,Arg-I
3426,3487.txt,better,good,1,6,2075,JJR,Positive,Very positive,4,Body,Middle,False,False,False,NP,VP,0.7272727272727273,0.6363636363636364,censorship-8,JJR,better,better,censorship,0.0002082032063293,censorship,Arg-I
3427,3487.txt,then,then,1,7,2082,RB,Positive,Neutral,4,Body,Middle,False,False,False,NP,NP,0.7272727272727273,0.7272727272727273,censorship-8,NML,ADVP,ADVP,censorship,0.0,censorship,Arg-I
3428,3487.txt,censorship,censorship,1,8,2087,NN,Positive,Neutral,4,Body,Middle,False,False,True,S,NP,0.1818181818181818,0.7272727272727273,do-5,NP,JJR,NN,do,0.0006246096189881,do,Arg-I
3429,3487.txt,.,.,1,9,2097,.,Positive,Neutral,4,Body,Last,True,False,False,,S,-1.0,0.1818181818181818,Guess-1,.,.,.,Guess,0.0,guess,O
3430,3487.txt,With,with,2,1,2099,IN,Negative,Neutral,4,Body,First,False,True,False,PP,,0.3,-1.0,supervison-3,IN,With,With,supervison,0.3485321673953779,supervison,Arg-B
3431,3487.txt,a,a,2,2,2104,DT,Negative,Neutral,4,Body,Middle,False,False,False,NP,PP,0.4,0.3,supervison-3,DT,a,a,supervison,0.0,supervison,Arg-I
3432,3487.txt,supervison,supervison,2,3,2106,NN,Negative,Neutral,4,Body,Middle,False,False,True,S,NP,0.2,0.4,learn-8,PP,IN,NP,areas,0.0,learn,Arg-I
3433,3487.txt,",",",",2,4,2116,",",Negative,Neutral,4,Body,Middle,True,False,False,S,S,0.2,0.2,learn-8,",",",",",",learn,0.0,learn,Arg-I
3434,3487.txt,children,child,2,5,2118,NNS,Negative,Positive,4,Body,Middle,False,True,False,S,S,0.2,0.2,learn-8,NP,NNS,NNS,thrown,0.4112013325005205,learn,Arg-I
3435,3487.txt,can,can,2,6,2127,MD,Negative,Neutral,4,Body,Middle,False,False,False,VP,S,0.4,0.2,learn-8,MD,can,can,learn,0.0,learn,Arg-I
3436,3487.txt,still,still,2,7,2131,RB,Negative,Neutral,4,Body,Middle,False,False,False,VP,VP,0.4,0.4,learn-8,ADVP,RB,RB,thrown,0.0,learn,Arg-I
3437,3487.txt,learn,learn,2,8,2137,VB,Negative,Neutral,4,Body,Middle,False,False,False,VP,VP,0.5,0.4,learn-8,ROOT,S,S,learn,0.0,learn,Arg-I
3438,3487.txt,about,about,2,9,2143,IN,Negative,Neutral,4,Body,Middle,False,False,False,PP,VP,0.6,0.5,topics-10,IN,about,about,topics,0.0,topic,Arg-I
3439,3487.txt,topics,topic,2,10,2149,NNS,Negative,Neutral,4,Body,Middle,False,False,False,VP,PP,0.3,0.6,learn-8,PP,IN,NP,areas,0.0,learn,Arg-I
3440,3487.txt,but,but,2,11,2156,CC,Negative,Neutral,4,Body,Middle,False,False,False,VP,VP,0.3,0.3,thrown-15,CC,but,but,thrown,0.0,throw,Arg-I
3441,3487.txt,are,be,2,12,2160,VBP,Negative,Neutral,4,Body,Middle,False,False,False,VP,VP,0.4,0.3,thrown-15,VBP,,,,0.0106183635227982,throw,Arg-I
3442,3487.txt,not,not,2,13,2164,RB,Negative,Negative,4,Body,Middle,False,False,False,VP,VP,0.4,0.4,thrown-15,RB,,,,0.001665625650635,throw,Arg-I
3443,3487.txt,simply,simply,2,14,2168,RB,Negative,Neutral,4,Body,Middle,False,False,False,VP,VP,0.4,0.4,thrown-15,ADVP,RB,RB,thrown,0.0,throw,Arg-I
3444,3487.txt,thrown,throw,2,15,2175,VBN,Negative,Neutral,4,Body,Middle,False,False,False,VP,VP,0.5,0.4,learn-8,VBN,,,,0.0,learn,Arg-I
3445,3487.txt,into,into,2,16,2182,IN,Negative,Neutral,4,Body,Middle,False,False,False,PP,VP,0.6,0.5,areas-19,IN,about,about,topics,0.0,area,Arg-I
3446,3487.txt,the,the,2,17,2187,DT,Negative,Neutral,4,Body,Middle,False,False,False,NP,PP,0.8,0.6,areas-19,DT,,,,0.0,area,Arg-I
3447,3487.txt,obscene,obscene,2,18,2191,JJ,Negative,Neutral,4,Body,Middle,False,False,False,NP,NP,0.8,0.8,areas-19,JJ,,,,0.0012492192379762,area,Arg-I
3448,3487.txt,areas,area,2,19,2199,NNS,Negative,Neutral,4,Body,Middle,False,False,False,NP,NP,0.7,0.8,thrown-15,PP,IN,NP,areas,0.0,throw,Arg-I
3449,3487.txt,of,of,2,20,2205,IN,Negative,Neutral,4,Body,Middle,False,False,False,PP,NP,0.8,0.7,it-21,IN,,,,0.0,it,Arg-I
3450,3487.txt,it,it,2,21,2208,PRP,Negative,Neutral,4,Body,Middle,False,False,True,S,PP,0.2,0.8,areas-19,PP,,,,0.0004164064126587,area,Arg-I
3451,3487.txt,.,.,2,22,2210,.,Negative,Neutral,4,Body,Last,True,False,False,,S,-1.0,0.2,learn-8,.,.,.,learn,0.0,learn,O
3452,3487.txt,A,a,3,1,2212,DT,Neutral,Neutral,4,Body,First,False,True,False,NP,,0.6,-1.0,person-2,DT,A,A,person,0.3485321673953779,person,Arg-B
3453,3487.txt,person,person,3,2,2214,NN,Neutral,Neutral,4,Body,Middle,False,False,False,S,NP,0.4,0.6,being-6,NP,DT,NN,,0.0,being,Arg-I
3454,3487.txt,is,be,3,3,2221,VBZ,Neutral,Neutral,4,Body,Middle,False,False,False,VP,S,0.6,0.4,being-6,VBZ,is,is,being,0.0,being,Arg-I
3455,3487.txt,a,a,3,4,2224,DT,Neutral,Neutral,4,Body,Middle,False,False,False,NP,VP,0.8,0.6,being-6,DT,a,a,being,0.001665625650635,being,Arg-I
3456,3487.txt,human,human,3,5,2226,JJ,Neutral,Neutral,4,Body,Middle,False,False,False,NP,NP,0.8,0.8,being-6,JJ,human,human,being,0.0,being,Arg-I
3457,3487.txt,being,being,3,6,2232,NN,Neutral,Neutral,4,Body,Middle,False,False,True,S,NP,0.4,0.8,being-6,ROOT,S,S,being,0.0,being,Arg-I
3458,3487.txt,.,.,3,7,2237,.,Neutral,Neutral,4,Body,Last,True,False,False,,S,-1.0,0.4,being-6,.,.,.,being,0.0,being,O
3459,3487.txt,That,that,4,1,2239,DT,Neutral,Neutral,4,Body,First,False,True,False,S,,0.4,-1.0,includes-2,NP,DT,DT,includes,0.3485321673953779,include,O
3460,3487.txt,includes,include,4,2,2244,VBZ,Neutral,Neutral,4,Body,Middle,False,False,False,VP,S,0.6,0.4,includes-2,ROOT,S,S,includes,0.0997293358317718,include,O
3461,3487.txt,children,child,4,3,2253,NNS,Neutral,Positive,4,Body,Middle,False,False,True,S,VP,0.4,0.6,includes-2,NP,NNS,NNS,includes,0.0,include,O
3462,3487.txt,.,.,4,4,2261,.,Neutral,Neutral,4,Body,Last,True,False,False,,S,-1.0,0.4,includes-2,.,.,.,includes,0.0,include,O
3463,3487.txt,The,the,5,1,2263,DT,Positive,Neutral,4,Body,First,False,True,False,NP,,0.2,-1.0,censorship-14,DT,The,The,censorship,0.3485321673953779,censorship,Arg-B
3464,3487.txt,have,have,5,2,2267,VB,Positive,Neutral,4,Body,Middle,False,False,False,VP,NP,0.4,0.2,censorship-14,NML,S,S,denies,0.0012492192379762,censorship,Arg-I
3465,3487.txt,a,a,5,3,2272,DT,Positive,Neutral,4,Body,Middle,False,False,False,NP,VP,0.4666666666666667,0.4,right-4,DT,a,a,right,0.0,right,Arg-I
3466,3487.txt,right,right,5,4,2274,NN,Positive,Positive,4,Body,Middle,False,False,False,NP,NP,0.4666666666666667,0.4666666666666667,have-2,NP,DT,S,denies,0.0,have,Arg-I
3467,3487.txt,to,to,5,5,2280,TO,Positive,Neutral,4,Body,Middle,False,False,False,VP,NP,0.6,0.4666666666666667,learn-6,TO,to,to,learn,0.0,learn,Arg-I
3468,3487.txt,learn,learn,5,6,2283,VB,Positive,Neutral,4,Body,Middle,False,False,False,VP,VP,0.6666666666666666,0.6,right-4,S,VP,VP,them,0.0004164064126587,right,Arg-I
3469,3487.txt,without,without,5,7,2289,IN,Positive,Neutral,4,Body,Middle,False,False,False,PP,VP,0.7333333333333333,0.6666666666666666,influence-9,IN,without,without,influence,0.0,influence,Arg-I
3470,3487.txt,the,the,5,8,2297,DT,Positive,Neutral,4,Body,Middle,False,False,False,NP,PP,0.8666666666666667,0.7333333333333333,influence-9,DT,the,the,influence,0.0,influence,Arg-I
3471,3487.txt,influence,influence,5,9,2301,NN,Positive,Positive,4,Body,Middle,False,False,False,NP,NP,0.8,0.8666666666666667,learn-6,PP,IN,NP,them,0.0012492192379762,learn,Arg-I
3472,3487.txt,of,of,5,10,2311,IN,Positive,Neutral,4,Body,Middle,False,False,False,PP,NP,0.8666666666666667,0.8,others-11,IN,of,of,right,0.0,other,Arg-I
3473,3487.txt,others,other,5,11,2314,NNS,Positive,Neutral,4,Body,Middle,False,False,True,VP,PP,0.6666666666666666,0.8666666666666667,influence-9,PP,IN,NP,them,0.0004164064126587,influence,Arg-I
3474,3487.txt,",",",",5,12,2320,",",Positive,Neutral,4,Body,Middle,True,False,False,VP,VP,0.6666666666666666,0.6666666666666666,learn-6,",",",",",",learn,0.0,learn,Arg-I
3475,3487.txt,but,but,5,13,2322,CC,Positive,Neutral,4,Body,Middle,False,True,False,NP,VP,0.2,0.6666666666666666,learn-6,ADVP,CC,CC,learn,0.4112013325005205,learn,Arg-I
3476,3487.txt,censorship,censorship,5,14,2326,NN,Positive,Neutral,4,Body,Middle,False,False,False,S,NP,0.1333333333333333,0.2,denies-15,NP,DT,NN,them,0.0106183635227982,deny,Arg-I
3477,3487.txt,denies,deny,5,15,2337,VBZ,Positive,Neutral,4,Body,Middle,False,False,False,VP,S,0.2,0.1333333333333333,denies-15,ROOT,S,S,denies,0.0,deny,Arg-I
3478,3487.txt,them,they,5,16,2344,PRP,Positive,Neutral,4,Body,Middle,False,False,False,S,VP,0.1333333333333333,0.2,denies-15,NP,NP,PP,them,0.0,deny,Arg-I
3479,3487.txt,of,of,5,17,2349,IN,Positive,Neutral,4,Body,Middle,False,False,False,S,S,0.1333333333333333,0.1333333333333333,right-19,S,VP,VP,them,0.0002082032063293,right,Arg-I
3480,3487.txt,that,that,5,18,2352,DT,Positive,Neutral,4,Body,Middle,False,False,False,S,S,0.1333333333333333,0.1333333333333333,right-19,VP,VBZ,NP,them,0.0004164064126587,right,Arg-I
3481,3487.txt,right,right,5,19,2357,NN,Positive,Positive,4,Body,Middle,False,False,True,S,S,0.1333333333333333,0.1333333333333333,them-16,NP,DT,NN,them,0.0997293358317718,they,Arg-I
3482,3487.txt,.,.,5,20,2362,.,Positive,Neutral,4,Body,Last,True,False,False,,S,-1.0,0.1333333333333333,denies-15,.,.,.,denies,0.0,deny,O
3483,3487.txt,Censorship,censorship,0,1,2364,NN,Negative,Neutral,5,Conclusion,First,False,True,False,S,,0.25,-1.0,used-5,NP,NN,NN,used,0.3485321673953779,use,O
3484,3487.txt,should,should,0,2,2375,MD,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.375,0.25,used-5,MD,should,should,used,0.0,use,O
3485,3487.txt,not,not,0,3,2382,RB,Negative,Negative,5,Conclusion,Middle,False,False,False,VP,VP,0.375,0.375,used-5,RB,not,not,used,0.0,use,O
3486,3487.txt,be,be,0,4,2386,VB,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.5,0.375,used-5,VB,be,be,used,0.0,use,O
3487,3487.txt,used,use,0,5,2389,VBN,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.625,0.5,used-5,ROOT,S,S,used,0.001665625650635,use,O
3488,3487.txt,in,in,0,6,2394,IN,Negative,Neutral,5,Conclusion,Middle,False,False,False,PP,VP,0.75,0.625,libraries-7,IN,in,in,libraries,0.0,library,O
3489,3487.txt,libraries,library,0,7,2397,NNS,Negative,Neutral,5,Conclusion,Middle,False,False,True,S,PP,0.25,0.75,used-5,PP,IN,NP,used,0.0,use,O
3490,3487.txt,.,.,0,8,2406,.,Negative,Neutral,5,Conclusion,Last,True,False,False,,S,-1.0,0.25,used-5,.,.,.,used,0.0,use,O
3491,3487.txt,It,it,1,1,2408,PRP,Neutral,Neutral,5,Conclusion,First,False,True,False,S,,0.2857142857142857,-1.0,takes-2,NP,PRP,PRP,takes,0.3485321673953779,take,O
3492,3487.txt,takes,take,1,2,2411,VBZ,Neutral,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.4285714285714285,0.2857142857142857,takes-2,ROOT,S,S,takes,0.0,take,O
3493,3487.txt,away,away,1,3,2417,RB,Neutral,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.4285714285714285,0.4285714285714285,takes-2,ADVP,RB,RB,takes,0.0,take,O
3494,3487.txt,freedoms,freedom,1,4,2422,NNS,Neutral,Neutral,5,Conclusion,Middle,False,False,False,NP,VP,0.7142857142857143,0.4285714285714285,takes-2,NP,NP,PP,freedoms,0.0,take,O
3495,3487.txt,and,and,1,5,2431,CC,Neutral,Neutral,5,Conclusion,Middle,False,False,False,NP,NP,0.7142857142857143,0.7142857142857143,oppertunities-6,CC,and,and,oppertunities,0.0,oppertunity,O
3496,3487.txt,oppertunities,oppertunity,1,6,2435,NNS,Neutral,Neutral,5,Conclusion,Middle,False,False,False,NP,NP,0.5714285714285714,0.7142857142857143,freedoms-4,oppertunities,,,,0.0029148448886112,freedom,O
3497,3487.txt,for,for,1,7,2449,IN,Neutral,Neutral,5,Conclusion,Middle,False,False,False,PP,NP,0.7142857142857143,0.5714285714285714,children-8,IN,for,for,children,0.0,child,O
3498,3487.txt,children,child,1,8,2453,NNS,Neutral,Positive,5,Conclusion,Middle,False,False,True,S,PP,0.2857142857142857,0.7142857142857143,freedoms-4,PP,IN,NP,freedoms,0.0006246096189881,freedom,O
3499,3487.txt,.,.,1,9,2461,.,Neutral,Neutral,5,Conclusion,Last,True,False,False,,S,-1.0,0.2857142857142857,takes-2,.,.,.,takes,0.0,take,O
3500,3487.txt,It,it,2,1,2463,PRP,Negative,Neutral,5,Conclusion,First,False,True,False,S,,0.2857142857142857,-1.0,causes-2,NP,PRP,PRP,causes,0.3485321673953779,cause,O
3501,3487.txt,causes,cause,2,2,2466,VBZ,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.4285714285714285,0.2857142857142857,causes-2,ROOT,S,S,causes,0.0,cause,O
3502,3487.txt,violence,violence,2,3,2473,NN,Negative,Very negative,5,Conclusion,Middle,False,False,False,NP,VP,0.5714285714285714,0.4285714285714285,causes-2,NP,NP,PP,violence,0.0,cause,O
3503,3487.txt,among,among,2,4,2482,IN,Negative,Neutral,5,Conclusion,Middle,False,False,False,PP,NP,0.7142857142857143,0.5714285714285714,people-5,IN,among,among,people,0.0,person,O
3504,3487.txt,people,person,2,5,2488,NNS,Negative,Neutral,5,Conclusion,Middle,False,False,True,S,PP,0.2857142857142857,0.7142857142857143,violence-3,PP,IN,NP,violence,0.0,violence,O
3505,3487.txt,.,.,2,6,2494,.,Negative,Neutral,5,Conclusion,Last,True,False,False,,S,-1.0,0.2857142857142857,causes-2,.,.,.,causes,0.0,cause,O
3506,3487.txt,It,it,3,1,2496,PRP,Neutral,Neutral,5,Conclusion,First,False,True,False,NP,,0.6666666666666666,-1.0,It-1,ROOT,FRAG,FRAG,It,0.3485321673953779,it,O
3507,3487.txt,scars,scar,3,2,2499,NNS,Neutral,Neutral,5,Conclusion,Middle,False,False,False,NP,NP,0.6666666666666666,0.6666666666666666,It-1,NNS,,,,0.0,it,O
3508,3487.txt,culture,culture,3,3,2505,NN,Neutral,Neutral,5,Conclusion,Middle,False,False,True,FRAG,NP,0.3333333333333333,0.6666666666666666,It-1,NN,,,,0.0,it,O
3509,3487.txt,",",",",3,4,2512,",",Neutral,Neutral,5,Conclusion,Middle,True,False,False,FRAG,FRAG,0.3333333333333333,0.3333333333333333,It-1,",",",",",",It,0.0,it,O
3510,3487.txt,and,and,3,5,2514,CC,Neutral,Neutral,5,Conclusion,Middle,False,True,False,FRAG,FRAG,0.3333333333333333,0.3333333333333333,It-1,CC,and,and,It,0.4112013325005205,it,O
3511,3487.txt,ignores,ignore,3,6,2518,VBZ,Neutral,Neutral,5,Conclusion,Middle,False,False,False,VP,FRAG,0.6666666666666666,0.3333333333333333,It-1,S,VP,VP,ignores,0.0029148448886112,it,O
3512,3487.txt,religion,religion,3,7,2526,NN,Neutral,Neutral,5,Conclusion,Middle,False,False,True,FRAG,VP,0.3333333333333333,0.6666666666666666,ignores-6,NP,NN,NN,ignores,0.0,ignore,O
3513,3487.txt,.,.,3,8,2534,.,Neutral,Neutral,5,Conclusion,Last,True,False,False,,FRAG,-1.0,0.3333333333333333,It-1,.,.,.,It,0.0,it,O
3514,3487.txt,Although,although,4,1,2536,IN,Negative,Neutral,5,Conclusion,First,False,True,False,SBAR,,0.2727272727272727,-1.0,has-3,IN,Although,Although,has,0.3485321673953779,have,O
3515,3487.txt,censorship,censorship,4,2,2545,NN,Negative,Neutral,5,Conclusion,Middle,False,False,False,S,SBAR,0.3636363636363636,0.2727272727272727,has-3,NP,NN,NN,do,0.0089527378721632,have,Arg-B
3516,3487.txt,has,have,4,3,2556,VBZ,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.4545454545454545,0.3636363636363636,bad-19,SBAR,IN,S,bad,0.0,bad,Arg-I
3517,3487.txt,the,the,4,4,2560,DT,Negative,Neutral,5,Conclusion,Middle,False,False,False,NP,VP,0.5454545454545454,0.4545454545454545,ability-5,DT,the,the,ability,0.0,ability,Arg-I
3518,3487.txt,ability,ability,4,5,2564,NN,Negative,Neutral,5,Conclusion,Middle,False,False,False,NP,NP,0.5454545454545454,0.5454545454545454,has-3,NP,DT,S,bad,0.0012492192379762,have,Arg-I
3519,3487.txt,to,to,4,6,2572,TO,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,NP,0.7272727272727273,0.5454545454545454,do-7,TO,to,to,do,0.0,do,Arg-I
3520,3487.txt,do,do,4,7,2575,VB,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.8181818181818182,0.7272727272727273,ability-5,S,VP,VP,bad,0.0004164064126587,ability,Arg-I
3521,3487.txt,more,more,4,8,2578,JJR,Negative,Neutral,5,Conclusion,Middle,False,False,False,NP,VP,0.9090909090909092,0.8181818181818182,damage-9,JJR,more,more,damage,0.0002082032063293,damage,Arg-I
3522,3487.txt,damage,damage,4,9,2583,NN,Negative,Negative,5,Conclusion,Middle,False,False,False,VP,NP,0.8181818181818182,0.9090909090909092,do-7,NP,JJR,NN,do,0.0,do,Arg-I
3523,3487.txt,then,then,4,10,2590,RB,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.8181818181818182,0.8181818181818182,do-7,ADVP,RB,RB,bad,0.0,do,Arg-I
3524,3487.txt,any,any,4,11,2595,DT,Negative,Neutral,5,Conclusion,Middle,False,False,False,NP,VP,0.9090909090909092,0.8181818181818182,person-13,DT,,,,0.0006246096189881,person,Arg-I
3525,3487.txt,single,single,4,12,2599,JJ,Negative,Neutral,5,Conclusion,Middle,False,False,False,NP,NP,0.9090909090909092,0.9090909090909092,person-13,JJ,,,,0.0,person,Arg-I
3526,3487.txt,person,person,4,13,2606,NN,Negative,Neutral,5,Conclusion,Middle,False,False,True,S,NP,0.1818181818181818,0.9090909090909092,do-7,NP,JJR,NN,do,0.0,do,Arg-I
3527,3487.txt,",",",",4,14,2612,",",Negative,Neutral,5,Conclusion,Middle,True,False,False,S,S,0.1818181818181818,0.1818181818181818,bad-19,",",",",",",bad,0.0,bad,Arg-I
3528,3487.txt,it,it,4,15,2614,PRP,Negative,Neutral,5,Conclusion,Middle,False,True,False,S,S,0.1818181818181818,0.1818181818181818,bad-19,NP,PRP,PRP,bad,0.4112013325005205,bad,Arg-I
3529,3487.txt,is,be,4,16,2617,VBZ,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.2727272727272727,0.1818181818181818,bad-19,VBZ,is,is,bad,0.0,bad,Arg-I
3530,3487.txt,not,not,4,17,2620,RB,Negative,Negative,5,Conclusion,Middle,False,False,True,VP,VP,0.2727272727272727,0.2727272727272727,bad-19,RB,not,not,bad,0.001665625650635,bad,Arg-I
3531,3487.txt,',',4,18,2624,``,Negative,Neutral,5,Conclusion,Middle,True,False,False,ADJP,VP,0.3636363636363636,0.2727272727272727,bad-19,``,',',bad,0.0,bad,Arg-I
3532,3487.txt,bad,bad,4,19,2625,JJ,Negative,Very negative,5,Conclusion,Middle,False,True,True,ADJP,ADJP,0.3636363636363636,0.3636363636363636,bad-19,ROOT,S,S,bad,0.0,bad,Arg-I
3533,3487.txt,',',4,20,2628,'',Negative,Neutral,5,Conclusion,Middle,True,False,True,S,ADJP,0.1818181818181818,0.3636363636363636,bad-19,``,',',bad,0.0,bad,Arg-I
3534,3487.txt,.,.,4,21,2629,.,Negative,Neutral,5,Conclusion,Last,True,False,False,,S,-1.0,0.1818181818181818,bad-19,.,.,.,bad,0.0,bad,O
3535,3487.txt,Censorship,censorship,5,1,2631,NN,Negative,Neutral,5,Conclusion,First,False,True,False,S,,0.1176470588235294,-1.0,created-3,NP,NN,NN,created,0.3485321673953779,create,Arg-B
3536,3487.txt,was,be,5,2,2642,VBD,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,S,0.1764705882352941,0.1176470588235294,created-3,VBD,was,was,created,0.0,create,Arg-I
3537,3487.txt,created,create,5,3,2646,VBN,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.2352941176470588,0.1764705882352941,created-3,ROOT,S,S,created,0.001665625650635,create,Arg-I
3538,3487.txt,to,to,5,4,2654,TO,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.3529411764705882,0.2352941176470588,protect-5,TO,to,to,wrong,0.0,protect,Arg-I
3539,3487.txt,protect,protect,5,5,2657,VB,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.4117647058823529,0.3529411764705882,created-3,S,VP,VP,feel,0.0004164064126587,create,Arg-I
3540,3487.txt,people,person,5,6,2665,NNS,Negative,Neutral,5,Conclusion,Middle,False,False,False,VP,VP,0.4117647058823529,0.4117647058823529,protect-5,NP,NNS,NNS,protect,0.0,protect,Arg-I
3541,3487.txt,from,from,5,7,2672,IN,Negative,Neutral,5,Conclusion,Middle,False,False,False,PP,VP,0.4705882352941176,0.4117647058823529,things-8,IN,from,from,things,0.0,thing,Arg-I
